,NB,DT,LR,KNN
No FS,0.7551020408163265,0.8571428571428571,0.7959183673469388,0.7959183673469388
IG (FRR),0.7346938775510204,0.6122448979591837,0.8163265306122449,0.673469387755102
GS (FSS),0.8367346938775511,0.8367346938775511,0.7959183673469388,0.7346938775510204
